Elevation_deg,PathLoss_dB,SINR_dB,Band
5.0,166.38412783034363,-24.52413354161719,S-Band (2 GHz)
5.4748603351955305,166.17638795815773,-24.316393669431292,S-Band (2 GHz)
5.949720670391061,165.97730770931713,-24.11731342059069,S-Band (2 GHz)
6.424581005586592,165.78518163134103,-23.925187342614592,S-Band (2 GHz)
6.899441340782123,165.59878638038523,-23.738792091658794,S-Band (2 GHz)
7.374301675977653,165.41722472325552,-23.557230434529075,S-Band (2 GHz)
7.849162011173185,165.23982614981873,-23.379831861092285,S-Band (2 GHz)
8.324022346368714,165.06608149557567,-23.206087206849233,S-Band (2 GHz)
8.798882681564246,164.89559873146064,-23.035604442734197,S-Band (2 GHz)
9.273743016759777,164.7280723385845,-22.868078049858056,S-Band (2 GHz)
9.748603351955307,164.56326164000262,-22.703267351276182,S-Band (2 GHz)
10.223463687150838,164.40097518089712,-22.54098089217068,S-Band (2 GHz)
10.69832402234637,164.2410592810258,-22.381064992299358,S-Band (2 GHz)
11.1731843575419,164.0833895208218,-22.22339523209537,S-Band (2 GHz)
11.64804469273743,163.9278643261435,-22.06787003741705,S-Band (2 GHz)
12.122905027932962,163.77440007800092,-21.914405789274483,S-Band (2 GHz)
12.597765363128492,163.62292734626843,-21.762933057541986,S-Band (2 GHz)
13.072625698324023,163.47338796263233,-21.61339367390589,S-Band (2 GHz)
13.547486033519553,163.32573272760925,-21.46573843888281,S-Band (2 GHz)
14.022346368715084,163.17991960181757,-21.319925313091133,S-Band (2 GHz)
14.497206703910614,163.03591227073352,-21.17591798200708,S-Band (2 GHz)
14.972067039106145,162.89367900008668,-21.033684711360237,S-Band (2 GHz)
15.446927374301676,162.7531917192639,-20.893197430537455,S-Band (2 GHz)
15.921787709497206,162.61442528490164,-20.754430996175202,S-Band (2 GHz)
16.39664804469274,162.47735688781023,-20.61736259908379,S-Band (2 GHz)
16.87150837988827,162.34196557458142,-20.481971285854982,S-Band (2 GHz)
17.3463687150838,162.20823186142837,-20.348237572701933,S-Band (2 GHz)
17.821229050279328,162.07613742253457,-20.21614313380813,S-Band (2 GHz)
18.29608938547486,161.94566483882312,-20.08567055009668,S-Band (2 GHz)
18.77094972067039,161.8167973958782,-19.95680310715177,S-Band (2 GHz)
19.245810055865924,161.68951892195105,-19.829524633224608,S-Band (2 GHz)
19.720670391061454,161.56381365871943,-19.703819369992985,S-Band (2 GHz)
20.195530726256983,161.439666158842,-19.579671870115547,S-Band (2 GHz)
20.670391061452513,161.31706120544817,-19.45706691672173,S-Band (2 GHz)
21.145251396648046,161.1959837495801,-19.335989460853668,S-Band (2 GHz)
21.620111731843576,161.07641886231866,-19.21642457359222,S-Band (2 GHz)
22.094972067039105,160.95835169889727,-19.098357410170834,S-Band (2 GHz)
22.56983240223464,160.8417674725807,-18.98177318385426,S-Band (2 GHz)
23.044692737430168,160.72665143646816,-18.86665714774172,S-Band (2 GHz)
23.519553072625698,160.61298887169815,-18.75299458297171,S-Band (2 GHz)
23.994413407821227,160.50076508079255,-18.640770792066107,S-Band (2 GHz)
24.46927374301676,160.38996538509366,-18.52997109636722,S-Band (2 GHz)
24.94413407821229,160.2805751254276,-18.42058083670115,S-Band (2 GHz)
25.41899441340782,160.172579665276,-18.312585376549563,S-Band (2 GHz)
25.893854748603353,160.0659643958632,-18.205970107136764,S-Band (2 GHz)
26.368715083798882,159.96071474266859,-18.100720453942145,S-Band (2 GHz)
26.843575418994412,159.85681617296228,-17.996821884235843,S-Band (2 GHz)
27.318435754189945,159.75425420403397,-17.89425991530753,S-Band (2 GHz)
27.793296089385475,159.6530144118453,-17.793020123118865,S-Band (2 GHz)
28.268156424581004,159.55308243988833,-17.693088151161888,S-Band (2 GHz)
28.743016759776538,159.45444400807395,-17.59444971934751,S-Band (2 GHz)
29.217877094972067,159.3570849215107,-17.497090632784264,S-Band (2 GHz)
29.692737430167597,159.26099107906361,-17.400996790337175,S-Band (2 GHz)
30.16759776536313,159.1661484816081,-17.306154192881664,S-Band (2 GHz)
30.64245810055866,159.07254323991435,-17.212548951187912,S-Band (2 GHz)
31.11731843575419,158.9801615821143,-17.120167293387865,S-Band (2 GHz)
31.592178770949722,158.8889898607188,-17.028995571992354,S-Band (2 GHz)
32.06703910614525,158.79901455916314,-16.9390202704367,S-Band (2 GHz)
32.54189944134078,158.71022229786846,-16.850228009142015,S-Band (2 GHz)
33.01675977653631,158.62259983981602,-16.762605551089578,S-Band (2 GHz)
33.49162011173185,158.5361340956355,-16.676139806909063,S-Band (2 GHz)
33.96648044692738,158.450812128215,-16.590817839488565,S-Band (2 GHz)
34.44134078212291,158.36662115684388,-16.506626868117436,S-Band (2 GHz)
34.91620111731844,158.28354856090237,-16.423554272175934,S-Band (2 GHz)
35.391061452513966,158.20158188311487,-16.34158759438843,S-Band (2 GHz)
35.865921787709496,158.12070883238496,-16.260714543658523,S-Band (2 GHz)
36.340782122905026,158.04091728623146,-16.18092299750502,S-Band (2 GHz)
36.815642458100555,157.96219529284616,-16.10220100411972,S-Band (2 GHz)
37.29050279329609,157.88453107279318,-16.02453678406674,S-Band (2 GHz)
37.76536312849162,157.80791302037144,-15.947918731645004,S-Band (2 GHz)
38.24022346368715,157.73232970466026,-15.872335415933819,S-Band (2 GHz)
38.71508379888268,157.65776987026874,-15.797775581542297,S-Band (2 GHz)
39.18994413407821,157.5842224378087,-15.724228149082265,S-Band (2 GHz)
39.66480446927374,157.51167650411082,-15.651682215384383,S-Band (2 GHz)
40.13966480446928,157.44012134220202,-15.580127053475579,S-Band (2 GHz)
40.614525139664806,157.36954640106296,-15.509552112336522,S-Band (2 GHz)
41.089385474860336,157.29994130518213,-15.43994701645569,S-Band (2 GHz)
41.564245810055866,157.23129585392365,-15.371301565197214,S-Band (2 GHz)
42.039106145251395,157.16360002072383,-15.303605731997393,S-Band (2 GHz)
42.513966480446925,157.09684395213193,-15.236849663405494,S-Band (2 GHz)
42.988826815642454,157.03101796670902,-15.171023677982575,S-Band (2 GHz)
43.46368715083799,156.96611255379773,-15.106118265071288,S-Band (2 GHz)
43.93854748603352,156.9021183721766,-15.042124083450162,S-Band (2 GHz)
44.41340782122905,156.83902624860943,-14.979031959882988,S-Band (2 GHz)
44.88826815642458,156.77682717630148,-14.91683288757504,S-Band (2 GHz)
45.36312849162011,156.71551231327282,-14.855518024546384,S-Band (2 GHz)
45.83798882681564,156.65507298065836,-14.79507869193192,S-Band (2 GHz)
46.312849162011176,156.5955006609433,-14.735506372216847,S-Band (2 GHz)
46.787709497206706,156.5367869961429,-14.676792707416453,S-Band (2 GHz)
47.262569832402235,156.47892378593406,-14.618929497207617,S-Band (2 GHz)
47.737430167597765,156.4219029857461,-14.56190869701966,S-Band (2 GHz)
48.212290502793294,156.36571670481732,-14.505722416090876,S-Band (2 GHz)
48.687150837988824,156.31035720422383,-14.450362915497394,S-Band (2 GHz)
49.16201117318436,156.25581689488592,-14.395822606159484,S-Band (2 GHz)
49.63687150837989,156.20208833555782,-14.342094046831377,S-Band (2 GHz)
50.11173184357542,156.1491642308056,-14.28916994207917,S-Band (2 GHz)
50.58659217877095,156.09703742897725,-14.237043140250805,S-Band (2 GHz)
51.06145251396648,156.04570092016968,-14.185706631443239,S-Band (2 GHz)
51.53631284916201,155.99514783419616,-14.13515354546972,S-Band (2 GHz)
52.01117318435754,155.94537143855766,-14.085377149831217,S-Band (2 GHz)
52.486033519553075,155.8963651364211,-14.03637084769467,S-Band (2 GHz)
52.960893854748605,155.8481224646079,-13.98812817588147,S-Band (2 GHz)
53.435754189944134,155.80063709159484,-13.940642802868396,S-Band (2 GHz)
53.910614525139664,155.75390281552964,-13.893908526803202,S-Band (2 GHz)
54.385474860335194,155.7079135622643,-13.847919273537869,S-Band (2 GHz)
54.86033519553072,155.66266338340702,-13.802669094680581,S-Band (2 GHz)
55.33519553072626,155.61814645439463,-13.758152165668193,S-Band (2 GHz)
55.81005586592179,155.57435707258816,-13.714362783861716,S-Band (2 GHz)
56.28491620111732,155.53128965539125,-13.671295366664808,S-Band (2 GHz)
56.75977653631285,155.48893873839407,-13.628944449667628,S-Band (2 GHz)
57.23463687150838,155.44729897354316,-13.587304684816715,S-Band (2 GHz)
57.70949720670391,155.4063651273382,-13.546370838611764,S-Band (2 GHz)
58.184357541899445,155.36613207905663,-13.506137790330186,S-Band (2 GHz)
58.659217877094974,155.32659481900686,-13.466600530280417,S-Band (2 GHz)
59.134078212290504,155.28774844681084,-13.427754158084397,S-Band (2 GHz)
59.608938547486034,155.24958816971596,-13.389593880989523,S-Band (2 GHz)
60.08379888268156,155.21210930093744,-13.352115012211001,S-Band (2 GHz)
60.55865921787709,155.17530725803113,-13.315312969304685,S-Band (2 GHz)
61.03351955307262,155.13917756129695,-13.279183272570506,S-Band (2 GHz)
61.50837988826816,155.10371583221354,-13.243721543487098,S-Band (2 GHz)
61.98324022346369,155.06891779190403,-13.208923503177587,S-Band (2 GHz)
62.45810055865922,155.0347792596329,-13.174784970906458,S-Band (2 GHz)
62.93296089385475,155.00129615133432,-13.141301862607875,S-Band (2 GHz)
63.40782122905028,154.96846447817194,-13.108470189445498,S-Band (2 GHz)
63.88268156424581,154.93628034512946,-13.07628605640302,S-Band (2 GHz)
64.35754189944134,154.904739949633,-13.044745660906571,S-Band (2 GHz)
64.83240223463687,154.87383958020413,-13.013845291477693,S-Band (2 GHz)
65.3072625698324,154.8435756151441,-12.98358132641765,S-Band (2 GHz)
65.78212290502793,154.8139445212486,-12.95395023252216,S-Band (2 GHz)
66.25698324022346,154.78494285255354,-12.924948563827101,S-Band (2 GHz)
66.73184357541899,154.7565672491108,-12.896572960384347,S-Band (2 GHz)
67.20670391061452,154.72881443579433,-12.868820147067893,S-Band (2 GHz)
67.68156424581005,154.70168122113617,-12.84168693240973,S-Band (2 GHz)
68.15642458100558,154.67516449619208,-12.815170207465641,S-Band (2 GHz)
68.63128491620111,154.64926123343668,-12.789266944710235,S-Band (2 GHz)
69.10614525139665,154.62396848568756,-12.763974196961115,S-Band (2 GHz)
69.58100558659218,154.5992833850582,-12.739289096331746,S-Band (2 GHz)
70.05586592178771,154.57520314193954,-12.715208853213099,S-Band (2 GHz)
70.53072625698324,154.5517250440098,-12.69173075528336,S-Band (2 GHz)
71.00558659217877,154.52884645527197,-12.668852166545534,S-Band (2 GHz)
71.4804469273743,154.50656481511936,-12.646570526392921,S-Band (2 GHz)
71.95530726256983,154.48487763742781,-12.624883348701374,S-Band (2 GHz)
72.43016759776536,154.46378250967578,-12.60378822094934,S-Band (2 GHz)
72.90502793296089,154.44327709209023,-12.583282803363787,S-Band (2 GHz)
73.37988826815642,154.42335911681954,-12.5633648280931,S-Band (2 GHz)
73.85474860335195,154.4040263871322,-12.544032098405765,S-Band (2 GHz)
74.32960893854748,154.38527677664155,-12.525282487915106,S-Band (2 GHz)
74.80446927374301,154.36710822855545,-12.507113939829011,S-Band (2 GHz)
75.27932960893855,154.34951875495202,-12.489524466225575,S-Band (2 GHz)
75.75418994413408,154.33250643607954,-12.4725121473531,S-Band (2 GHz)
76.22905027932961,154.3160694196812,-12.456075130954773,S-Band (2 GHz)
76.70391061452514,154.30020592034435,-12.440211631617913,S-Band (2 GHz)
77.17877094972067,154.28491421887375,-12.424919930147311,S-Band (2 GHz)
77.6536312849162,154.2701926616885,-12.410198372962057,S-Band (2 GHz)
78.12849162011173,154.25603966024272,-12.39604537151628,S-Band (2 GHz)
78.60335195530726,154.24245369046935,-12.382459401742906,S-Band (2 GHz)
79.07821229050279,154.22943329224734,-12.369439003520895,S-Band (2 GHz)
79.55307262569832,154.21697706889123,-12.356982780164785,S-Band (2 GHz)
80.02793296089385,154.20508368666358,-12.345089397937144,S-Band (2 GHz)
80.50279329608938,154.19375187430984,-12.333757585583399,S-Band (2 GHz)
80.97765363128491,154.18298042261534,-12.322986133888904,S-Band (2 GHz)
81.45251396648045,154.1727681839841,-12.31277389525765,S-Band (2 GHz)
81.92737430167598,154.16311407203963,-12.303119783313193,S-Band (2 GHz)
82.40223463687151,154.15401706124723,-12.29402277252079,S-Band (2 GHz)
82.87709497206704,154.14547618655774,-12.285481897831303,S-Band (2 GHz)
83.35195530726257,154.13749054307252,-12.277496254346076,S-Band (2 GHz)
83.8268156424581,154.1300592857294,-12.270064997002962,S-Band (2 GHz)
84.30167597765363,154.12318162901008,-12.263187340283636,S-Band (2 GHz)
84.77653631284916,154.11685684666745,-12.256862557941005,S-Band (2 GHz)
85.25139664804469,154.11108427147465,-12.251089982748212,S-Band (2 GHz)
85.72625698324022,154.1058632949937,-12.245869006267256,S-Band (2 GHz)
86.20111731843575,154.1011933673654,-12.241199078638957,S-Band (2 GHz)
86.67597765363128,154.0970739971189,-12.237079708392471,S-Band (2 GHz)
87.15083798882682,154.09350475100214,-12.233510462275703,S-Band (2 GHz)
87.62569832402235,154.090485253832,-12.230490965105545,S-Band (2 GHz)
88.10055865921788,154.08801518836464,-12.228020899638196,S-Band (2 GHz)
88.57541899441341,154.08609429518617,-12.226100006459731,S-Band (2 GHz)
89.05027932960894,154.08472237262308,-12.224728083896636,S-Band (2 GHz)
89.52513966480447,154.0838992766725,-12.223904987946057,S-Band (2 GHz)
90.0,154.0836249209525,-12.223630632226062,S-Band (2 GHz)
5.0,189.30668854390842,-47.44669425518198,Ka-Band (28 GHz)
5.4748603351955305,189.09894867172252,-47.238954382996084,Ka-Band (28 GHz)
5.949720670391061,188.89986842288187,-47.039874134155426,Ka-Band (28 GHz)
6.424581005586592,188.70774234490582,-46.847748056179384,Ka-Band (28 GHz)
6.899441340782123,188.52134709394997,-46.66135280522353,Ka-Band (28 GHz)
7.374301675977653,188.3397854368203,-46.47979114809387,Ka-Band (28 GHz)
7.849162011173185,188.16238686338352,-46.30239257465708,Ka-Band (28 GHz)
8.324022346368714,187.98864220914047,-46.128647920414025,Ka-Band (28 GHz)
8.798882681564246,187.81815944502537,-45.95816515629893,Ka-Band (28 GHz)
9.273743016759777,187.6506330521493,-45.79063876342285,Ka-Band (28 GHz)
9.748603351955307,187.48582235356736,-45.62582806484092,Ka-Band (28 GHz)
10.223463687150838,187.3235358944619,-45.46354160573547,Ka-Band (28 GHz)
10.69832402234637,187.16361999459053,-45.30362570586409,Ka-Band (28 GHz)
11.1731843575419,187.00595023438655,-45.145955945660106,Ka-Band (28 GHz)
11.64804469273743,186.85042503970828,-44.990430750981844,Ka-Band (28 GHz)
12.122905027932962,186.69696079156571,-44.836966502839275,Ka-Band (28 GHz)
12.597765363128492,186.54548805983322,-44.68549377110678,Ka-Band (28 GHz)
13.072625698324023,186.39594867619707,-44.535954387470625,Ka-Band (28 GHz)
13.547486033519553,186.24829344117398,-44.388299152447544,Ka-Band (28 GHz)
14.022346368715084,186.1024803153823,-44.24248602665587,Ka-Band (28 GHz)
14.497206703910614,185.9584729842983,-44.09847869557187,Ka-Band (28 GHz)
14.972067039106145,185.81623971365147,-43.95624542492503,Ka-Band (28 GHz)
15.446927374301676,185.67575243282863,-43.81575814410219,Ka-Band (28 GHz)
15.921787709497206,185.53698599846638,-43.67699170973994,Ka-Band (28 GHz)
16.39664804469274,185.39991760137497,-43.539923312648526,Ka-Band (28 GHz)
16.87150837988827,185.26452628814621,-43.404531999419774,Ka-Band (28 GHz)
17.3463687150838,185.13079257499317,-43.270798286266725,Ka-Band (28 GHz)
17.821229050279328,184.9986981360993,-43.13870384737287,Ka-Band (28 GHz)
18.29608938547486,184.86822555238786,-43.008231263661415,Ka-Band (28 GHz)
18.77094972067039,184.73935810944295,-42.879363820716506,Ka-Band (28 GHz)
19.245810055865924,184.61207963551584,-42.7520853467894,Ka-Band (28 GHz)
19.720670391061454,184.48637437228416,-42.62638008355772,Ka-Band (28 GHz)
20.195530726256983,184.36222687240678,-42.50223258368034,Ka-Band (28 GHz)
20.670391061452513,184.23962191901296,-42.37962763028652,Ka-Band (28 GHz)
21.145251396648046,184.1185444631449,-42.25855017441846,Ka-Band (28 GHz)
21.620111731843576,183.99897957588345,-42.13898528715701,Ka-Band (28 GHz)
22.094972067039105,183.880912412462,-42.02091812373557,Ka-Band (28 GHz)
22.56983240223464,183.76432818614543,-41.904333897418994,Ka-Band (28 GHz)
23.044692737430168,183.64921215003295,-41.78921786130651,Ka-Band (28 GHz)
23.519553072625698,183.53554958526294,-41.6755552965365,Ka-Band (28 GHz)
23.994413407821227,183.42332579435734,-41.5633315056309,Ka-Band (28 GHz)
24.46927374301676,183.31252609865842,-41.45253180993198,Ka-Band (28 GHz)
24.94413407821229,183.20313583899232,-41.343141550265884,Ka-Band (28 GHz)
25.41899441340782,183.09514037884074,-41.2351460901143,Ka-Band (28 GHz)
25.893854748603353,182.98852510942797,-41.12853082070153,Ka-Band (28 GHz)
26.368715083798882,182.88327545623332,-41.02328116750688,Ka-Band (28 GHz)
26.843575418994412,182.77937688652702,-40.91938259780058,Ka-Band (28 GHz)
27.318435754189945,182.67681491759876,-40.81682062887232,Ka-Band (28 GHz)
27.793296089385475,182.57557512541004,-40.7155808366836,Ka-Band (28 GHz)
28.268156424581004,182.47564315345306,-40.61564886472662,Ka-Band (28 GHz)
28.743016759776538,182.37700472163868,-40.517010432912244,Ka-Band (28 GHz)
29.217877094972067,182.27964563507544,-40.419651346349,Ka-Band (28 GHz)
29.692737430167597,182.18355179262835,-40.32355750390191,Ka-Band (28 GHz)
30.16759776536313,182.08870919517284,-40.2287149064464,Ka-Band (28 GHz)
30.64245810055866,181.99510395347914,-40.135109664752704,Ka-Band (28 GHz)
31.11731843575419,181.90272229567904,-40.0427280069526,Ka-Band (28 GHz)
31.592178770949722,181.8115505742836,-39.951556285557146,Ka-Band (28 GHz)
32.06703910614525,181.72157527272788,-39.861580984001435,Ka-Band (28 GHz)
32.54189944134078,181.6327830114332,-39.77278872270675,Ka-Band (28 GHz)
33.01675977653631,181.54516055338075,-39.68516626465431,Ka-Band (28 GHz)
33.49162011173185,181.45869480920024,-39.5987005204738,Ka-Band (28 GHz)
33.96648044692738,181.3733728417798,-39.51337855305336,Ka-Band (28 GHz)
34.44134078212291,181.28918187040867,-39.42918758168223,Ka-Band (28 GHz)
34.91620111731844,181.2061092744671,-39.34611498574067,Ka-Band (28 GHz)
35.391061452513966,181.12414259667966,-39.26414830795322,Ka-Band (28 GHz)
35.865921787709496,181.04326954594976,-39.183275257223315,Ka-Band (28 GHz)
36.340782122905026,180.96347799979625,-39.10348371106981,Ka-Band (28 GHz)
36.815642458100555,180.8847560064109,-39.024761717684456,Ka-Band (28 GHz)
37.29050279329609,180.80709178635797,-38.94709749763153,Ka-Band (28 GHz)
37.76536312849162,180.73047373393618,-38.87047944520974,Ka-Band (28 GHz)
38.24022346368715,180.654890418225,-38.794896129498554,Ka-Band (28 GHz)
38.71508379888268,180.58033058383347,-38.72033629510703,Ka-Band (28 GHz)
39.18994413407821,180.5067831513735,-38.64678886264706,Ka-Band (28 GHz)
39.66480446927374,180.4342372176756,-38.57424292894915,Ka-Band (28 GHz)
40.13966480446928,180.36268205576675,-38.502687767040314,Ka-Band (28 GHz)
40.614525139664806,180.2921071146277,-38.43211282590126,Ka-Band (28 GHz)
41.089385474860336,180.22250201874692,-38.36250773002048,Ka-Band (28 GHz)
41.564245810055866,180.15385656748845,-38.293862278762006,Ka-Band (28 GHz)
42.039106145251395,180.0861607342886,-38.22616644556216,Ka-Band (28 GHz)
42.513966480446925,180.01940466569673,-38.159410376970285,Ka-Band (28 GHz)
42.988826815642454,179.95357868027375,-38.09358439154731,Ka-Band (28 GHz)
43.46368715083799,179.88867326736252,-38.02867897863608,Ka-Band (28 GHz)
43.93854748603352,179.8246790857414,-37.964684797014954,Ka-Band (28 GHz)
44.41340782122905,179.7615869621742,-37.90159267344775,Ka-Band (28 GHz)
44.88826815642458,179.69938788986622,-37.839393601139776,Ka-Band (28 GHz)
45.36312849162011,179.63807302683756,-37.77807873811112,Ka-Band (28 GHz)
45.83798882681564,179.57763369422315,-37.71763940549671,Ka-Band (28 GHz)
46.312849162011176,179.51806137450808,-37.65806708578164,Ka-Band (28 GHz)
46.787709497206706,179.45934770970766,-37.59935342098122,Ka-Band (28 GHz)
47.262569832402235,179.40148449949885,-37.54149021077241,Ka-Band (28 GHz)
47.737430167597765,179.3444636993109,-37.48446941058445,Ka-Band (28 GHz)
48.212290502793294,179.2882774183821,-37.42828312965567,Ka-Band (28 GHz)
48.687150837988824,179.2329179177886,-37.37292362906216,Ka-Band (28 GHz)
49.16201117318436,179.17837760845066,-37.31838331972422,Ka-Band (28 GHz)
49.63687150837989,179.1246490491226,-37.26465476039617,Ka-Band (28 GHz)
50.11173184357542,179.07172494437037,-37.21173065564393,Ka-Band (28 GHz)
50.58659217877095,179.01959814254204,-37.1596038538156,Ka-Band (28 GHz)
51.06145251396648,178.96826163373441,-37.108267345007974,Ka-Band (28 GHz)
51.53631284916201,178.9177085477609,-37.057714259034455,Ka-Band (28 GHz)
52.01117318435754,178.8679321521224,-37.00793786339595,Ka-Band (28 GHz)
52.486033519553075,178.81892584998585,-36.958931561259405,Ka-Band (28 GHz)
52.960893854748605,178.7706831781727,-36.91068888944626,Ka-Band (28 GHz)
53.435754189944134,178.72319780515957,-36.86320351643313,Ka-Band (28 GHz)
53.910614525139664,178.6764635290944,-36.816469240367965,Ka-Band (28 GHz)
54.385474860335194,178.6304742758291,-36.77047998710266,Ka-Band (28 GHz)
54.86033519553072,178.58522409697176,-36.72522980824532,Ka-Band (28 GHz)
55.33519553072626,178.54070716795937,-36.68071287923293,Ka-Band (28 GHz)
55.81005586592179,178.4969177861529,-36.63692349742645,Ka-Band (28 GHz)
56.28491620111732,178.45385036895598,-36.59385608022954,Ka-Band (28 GHz)
56.75977653631285,178.41149945195886,-36.55150516323242,Ka-Band (28 GHz)
57.23463687150838,178.36985968710795,-36.50986539838151,Ka-Band (28 GHz)
57.70949720670391,178.328925840903,-36.46893155217656,Ka-Band (28 GHz)
58.184357541899445,178.28869279262136,-36.42869850389492,Ka-Band (28 GHz)
58.659217877094974,178.24915553257162,-36.38916124384518,Ka-Band (28 GHz)
59.134078212290504,178.21030916037563,-36.35031487164919,Ka-Band (28 GHz)
59.608938547486034,178.17214888328073,-36.312154594554286,Ka-Band (28 GHz)
60.08379888268156,178.13467001450218,-36.27467572577574,Ka-Band (28 GHz)
60.55865921787709,178.09786797159592,-36.23787368286948,Ka-Band (28 GHz)
61.03351955307262,178.06173827486168,-36.20174398613524,Ka-Band (28 GHz)
61.50837988826816,178.02627654577833,-36.16628225705189,Ka-Band (28 GHz)
61.98324022346369,177.9914785054688,-36.13148421674235,Ka-Band (28 GHz)
62.45810055865922,177.95733997319763,-36.09734568447119,Ka-Band (28 GHz)
62.93296089385475,177.9238568648991,-36.06386257617267,Ka-Band (28 GHz)
63.40782122905028,177.8910251917367,-36.03103090301026,Ka-Band (28 GHz)
63.88268156424581,177.8588410586942,-35.998846769967756,Ka-Band (28 GHz)
64.35754189944134,177.82730066319775,-35.967306374471306,Ka-Band (28 GHz)
64.83240223463687,177.79640029376887,-35.93640600504243,Ka-Band (28 GHz)
65.3072625698324,177.76613632870882,-35.906142039982385,Ka-Band (28 GHz)
65.78212290502793,177.73650523481334,-35.876510946086896,Ka-Band (28 GHz)
66.25698324022346,177.70750356611833,-35.84750927739189,Ka-Band (28 GHz)
66.73184357541899,177.67912796267558,-35.81913367394914,Ka-Band (28 GHz)
67.20670391061452,177.65137514935907,-35.79138086063263,Ka-Band (28 GHz)
67.68156424581005,177.6242419347009,-35.764247645974464,Ka-Band (28 GHz)
68.15642458100558,177.59772520975685,-35.737730921030405,Ka-Band (28 GHz)
68.63128491620111,177.5718219470014,-35.71182765827497,Ka-Band (28 GHz)
69.10614525139665,177.54652919925232,-35.68653491052588,Ka-Band (28 GHz)
69.58100558659218,177.52184409862298,-35.66184980989654,Ka-Band (28 GHz)
70.05586592178771,177.49776385550427,-35.637769566777834,Ka-Band (28 GHz)
70.53072625698324,177.47428575757456,-35.61429146884812,Ka-Band (28 GHz)
71.00558659217877,177.4514071688367,-35.59141288011027,Ka-Band (28 GHz)
71.4804469273743,177.4291255286841,-35.569131239957656,Ka-Band (28 GHz)
71.95530726256983,177.4074383509926,-35.547444062266166,Ka-Band (28 GHz)
72.43016759776536,177.38634322324054,-35.526348934514104,Ka-Band (28 GHz)
72.90502793296089,177.36583780565502,-35.50584351692858,Ka-Band (28 GHz)
73.37988826815642,177.34591983038428,-35.485925541657835,Ka-Band (28 GHz)
73.85474860335195,177.32658710069697,-35.46659281197053,Ka-Band (28 GHz)
74.32960893854748,177.30783749020628,-35.44784320147984,Ka-Band (28 GHz)
74.80446927374301,177.2896689421202,-35.42967465339375,Ka-Band (28 GHz)
75.27932960893855,177.2720794685168,-35.41208517979037,Ka-Band (28 GHz)
75.75418994413408,177.2550671496443,-35.395072860917864,Ka-Band (28 GHz)
76.22905027932961,177.23863013324595,-35.37863584451951,Ka-Band (28 GHz)
76.70391061452514,177.2227666339091,-35.36277234518265,Ka-Band (28 GHz)
77.17877094972067,177.20747493243854,-35.3474806437121,Ka-Band (28 GHz)
77.6536312849162,177.19275337525323,-35.33275908652679,Ka-Band (28 GHz)
78.12849162011173,177.17860037380746,-35.318606085081015,Ka-Band (28 GHz)
78.60335195530726,177.16501440403414,-35.3050201153077,Ka-Band (28 GHz)
79.07821229050279,177.15199400581213,-35.29199971708569,Ka-Band (28 GHz)
79.55307262569832,177.139537782456,-35.27954349372955,Ka-Band (28 GHz)
80.02793296089385,177.12764440022832,-35.26765011150188,Ka-Band (28 GHz)
80.50279329608938,177.11631258787457,-35.256318299148134,Ka-Band (28 GHz)
80.97765363128491,177.1055411361801,-35.24554684745367,Ka-Band (28 GHz)
81.45251396648045,177.09532889754888,-35.23533460882244,Ka-Band (28 GHz)
81.92737430167598,177.08567478560437,-35.22568049687793,Ka-Band (28 GHz)
82.40223463687151,177.076577774812,-35.216583486085554,Ka-Band (28 GHz)
82.87709497206704,177.0680369001225,-35.20804261139607,Ka-Band (28 GHz)
83.35195530726257,177.06005125663725,-35.20005696791081,Ka-Band (28 GHz)
83.8268156424581,177.05261999929417,-35.192625710567725,Ka-Band (28 GHz)
84.30167597765363,177.0457423425748,-35.18574805384837,Ka-Band (28 GHz)
84.77653631284916,177.03941756023224,-35.1794232715058,Ka-Band (28 GHz)
85.25139664804469,177.0336449850394,-35.17365069631295,Ka-Band (28 GHz)
85.72625698324022,177.0284240085585,-35.16842971983205,Ka-Band (28 GHz)
86.20111731843575,177.02375408093016,-35.16375979220372,Ka-Band (28 GHz)
86.67597765363128,177.0196347106837,-35.15964042195726,Ka-Band (28 GHz)
87.15083798882682,177.01606546456694,-35.156071175840495,Ka-Band (28 GHz)
87.62569832402235,177.01304596739672,-35.15305167867028,Ka-Band (28 GHz)
88.10055865921788,177.01057590192937,-35.15058161320293,Ka-Band (28 GHz)
88.57541899441341,177.00865500875096,-35.14866072002452,Ka-Band (28 GHz)
89.05027932960894,177.00728308618787,-35.14728879746143,Ka-Band (28 GHz)
89.52513966480447,177.00645999023723,-35.14646570151079,Ka-Band (28 GHz)
90.0,177.0061856345173,-35.146191345790854,Ka-Band (28 GHz)
